RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
Zip,2540,Massachusetts,NA,1892,1981,1957,5830,30,218,244,492,12840958,143424103,362437677,518702738,687642.5,0.015856237,0.110045432,0.124680634,0.084391081,0.06097561,0.443089431,0.495934959
Zip,2554,Massachusetts,NA,2929,2922,2955,8806,70,227,321,618,67723161,405454241,1321181691,1794359093,2242050.5,0.023898942,0.077686516,0.108629442,0.070179423,0.113268608,0.367313916,0.519417476
Zip,2556,Massachusetts,NA,802,775,795,2372,27,35,81,143,10414549,18483608,105906208,134804365,758859,0.033665835,0.04516129,0.101886792,0.060286678,0.188811189,0.244755245,0.566433566
Zip,2557,Massachusetts,NA,1325,1095,1192,3612,40,50,120,210,19015657,31874096,182075323,232965076,747095.5,0.030188679,0.0456621,0.100671141,0.058139535,0.19047619,0.238095238,0.571428571
Zip,2563,Massachusetts,NA,1591,1591,1503,4685,10,18,84,112,2792048,6568227,60884541,70244816,602890,0.006285355,0.011313639,0.055888224,0.023906083,0.089285714,0.160714286,0.75
Zip,2568,Massachusetts,NA,1125,1062,1135,3322,43,16,81,140,17998465,12771443,172417555,203187463,1108573,0.038222222,0.015065913,0.071365639,0.042143287,0.307142857,0.114285714,0.578571429
Zip,2571,Massachusetts,NA,2462,2135,2081,6678,187,192,298,677,36400039,51835049,142985423,231220511,295040,0.075954509,0.089929742,0.143200384,0.101377658,0.276218612,0.283604136,0.440177253
Zip,2601,Massachusetts,NA,4236,1252,947,6435,21,45,105,171,5526880,17349041,119642676,142518597,568996,0.004957507,0.035942492,0.110876452,0.026573427,0.122807018,0.263157895,0.614035088
Zip,2630,Massachusetts,NA,54,402,943,1399,7,20,78,105,2096143,7630832,85459132,95186107,670906,0.12962963,0.049751244,0.08271474,0.07505361,0.066666667,0.19047619,0.742857143
Zip,2632,Massachusetts,NA,1721,2658,1404,5783,21,46,139,206,4994044,18768953,154462737,178225734,659258,0.012202208,0.017306245,0.099002849,0.03562165,0.101941748,0.223300971,0.674757282
Zip,2633,Massachusetts,NA,1518,1548,1732,4798,23,52,115,190,9255530,36088860,240911161,286255551,1265637.5,0.015151515,0.033591731,0.066397229,0.039599833,0.121052632,0.273684211,0.605263158
Zip,2638,Massachusetts,NA,598,1013,2265,3876,8,32,95,135,2046966,12310760,80208212,94565938,577420,0.013377926,0.031589339,0.041942605,0.034829721,0.059259259,0.237037037,0.703703704
Zip,2639,Massachusetts,NA,1938,1328,521,3787,166,73,39,278,33456860,26045053,32877198,92379111,271796.5,0.085655315,0.05496988,0.074856046,0.073409031,0.597122302,0.262589928,0.14028777
Zip,2642,Massachusetts,NA,1892,1893,1907,5692,14,14,112,140,4309238,6393994,110010674,120713906,681939,0.007399577,0.007395668,0.058730991,0.024595924,0.1,0.1,0.8
Zip,2646,Massachusetts,NA,651,701,762,2114,67,27,65,159,20143783,14057635,149118362,183319780,507870,0.102918587,0.038516405,0.085301837,0.075212867,0.421383648,0.169811321,0.408805031
Zip,2649,Massachusetts,NA,3171,3197,3218,9586,1,44,250,295,351145,19743549,340246337,360341031,997446,3.15E-04,0.013762903,0.077688005,0.030774045,0.003389831,0.149152542,0.847457627
Zip,2653,Massachusetts,NA,1602,1607,1606,4815,26,40,69,135,10310418,26820618,128599930,165730966,888010,0.016229713,0.024891101,0.042963885,0.028037383,0.192592593,0.296296296,0.511111111
Zip,2657,Massachusetts,NA,1184,1185,1190,3559,354,228,232,814,110435868,130116751,297253066,537805685,492802,0.298986486,0.192405063,0.194957983,0.228715931,0.434889435,0.28009828,0.285012285
Zip,2664,Massachusetts,NA,1750,2342,1880,5972,378,121,212,711,72888404,38434310,163215739,274538453,265095,0.216,0.051665243,0.112765957,0.119055593,0.53164557,0.170182841,0.298171589
Zip,2666,Massachusetts,NA,889,861,842,2592,130,26,43,199,41231726,17635795,53556536,112424057,388998,0.146231721,0.030197445,0.051068884,0.076774691,0.653266332,0.130653266,0.216080402
Zip,2667,Massachusetts,NA,1231,1245,1262,3738,61,51,121,233,23702963,31009457,137314032,192026452,732863,0.049553209,0.040963855,0.095879556,0.062332798,0.261802575,0.21888412,0.519313305
Zip,2670,Massachusetts,NA,559,676,703,1938,108,100,152,360,22875166,36063709,112506308,171445183,378513,0.193202147,0.147928994,0.216216216,0.185758514,0.3,0.277777778,0.422222222
Zip,2673,Massachusetts,NA,2764,1802,1354,5920,91,55,249,395,20821014,17506855,241064942,279392811,436704,0.0329233,0.030521643,0.183899557,0.066722973,0.230379747,0.139240506,0.630379747
Zip,2719,Massachusetts,NA,2042,2046,2028,6116,180,172,386,738,37470711,45950029,173725833,257146573,312590.5,0.088148874,0.084066471,0.190335306,0.120667103,0.243902439,0.233062331,0.52303523
Zip,2738,Massachusetts,NA,788,792,799,2379,33,39,81,153,10238758,19091551,125203900,154534209,642348,0.041878173,0.049242424,0.101376721,0.064312736,0.215686275,0.254901961,0.529411765
Zip,2739,Massachusetts,NA,1028,1036,1043,3107,89,101,187,377,27304825,46841344,159107910,233254079,529425,0.086575875,0.097490347,0.179290508,0.121338912,0.236074271,0.267904509,0.49602122
Zip,2748,Massachusetts,NA,1278,1270,2229,4777,13,13,132,158,2748729,4683054,161960465,169392248,695188,0.010172144,0.01023622,0.059219381,0.033075152,0.082278481,0.082278481,0.835443038
Zip,2777,Massachusetts,NA,2041,2020,2015,6076,67,38,57,162,14426928,10620812,24266006,49313746,268642,0.032827046,0.018811881,0.028287841,0.026662278,0.413580247,0.234567901,0.351851852
Zip,2806,Rhode Island,NA,1900,1987,1996,5883,56,92,131,279,16731441,39581082,117852686,174165209,478135,0.029473684,0.046300956,0.065631263,0.047424783,0.200716846,0.329749104,0.46953405
Zip,2809,Rhode Island,NA,2318,2349,2295,6962,20,29,78,127,4933431,9538329,52911195,67382955,410603,0.008628128,0.012345679,0.033986928,0.018241885,0.157480315,0.228346457,0.614173228
Zip,2813,Rhode Island,NA,1578,1574,1593,4745,6,28,323,357,1765169,11460854,294243745,307469768,798617,0.003802281,0.017789072,0.202762084,0.075237092,0.016806723,0.078431373,0.904761905
Zip,2840,Rhode Island,NA,2588,2596,2600,7784,104,187,158,449,33486760,86829251,223917608,344233619,483964,0.040185471,0.072033898,0.060769231,0.057682425,0.231625835,0.416481069,0.351893096
Zip,2852,Rhode Island,NA,2999,2662,2063,7724,8,54,163,225,2197541,19856735,107388638,129442914,495616,0.002667556,0.0202855,0.079011149,0.029129984,0.035555556,0.24,0.724444444
Zip,2871,Rhode Island,NA,2360,2316,2370,7046,79,64,32,175,17108392,23420631,20618858,61147881,311571,0.033474576,0.027633851,0.01350211,0.024836787,0.451428571,0.365714286,0.182857143
Zip,2879,Rhode Island,NA,2988,2831,3704,9523,166,67,251,484,31852375,23790604,182158926,237801905,425330,0.055555556,0.023666549,0.067764579,0.05082432,0.342975207,0.138429752,0.518595041
Zip,2882,Rhode Island,NA,1796,2348,3815,7959,92,84,285,461,41739086,43671832,283619323,369030241,658488,0.051224944,0.035775128,0.074705111,0.057921849,0.199566161,0.182212581,0.618221258
Zip,2885,Rhode Island,NA,1172,1175,1154,3501,217,46,46,309,42011039,12720783,20303826,75035648,217685,0.185153584,0.039148936,0.039861352,0.088260497,0.702265372,0.148867314,0.148867314
Zip,2889,Rhode Island,NA,3710,3738,3127,10575,57,43,292,392,9051732,9369351,101394782,119815865,279661.5,0.015363881,0.011503478,0.093380237,0.037068558,0.145408163,0.109693878,0.744897959
Zip,2891,Rhode Island,NA,3280,3254,3236,9770,25,86,539,650,4162657,33005842,522292910,559461409,604778,0.007621951,0.02642901,0.166563659,0.066530194,0.038461538,0.132307692,0.829230769
Zip,3801,New Hampshire,NA,3189,3226,3233,9648,0,17,117,134,0,6821666,93333903,100155569,697497.5,0,0.005269684,0.036189298,0.013888889,0,0.126865672,0.873134328
Zip,3842,New Hampshire,NA,3001,2914,2885,8800,1256,560,511,2327,201221051,192917564,312645370,706783985,280676,0.418527158,0.192175704,0.17712305,0.264431818,0.539750752,0.240653202,0.219596046
Zip,3870,New Hampshire,NA,871,864,813,2548,90,133,198,421,41694687,99741549,300319567,441755803,839104,0.103329506,0.153935185,0.243542435,0.16522763,0.213776722,0.315914489,0.470308789
Zip,3874,New Hampshire,NA,1392,1364,1340,4096,87,50,433,570,11043772,13965468,276646248,301655488,547567,0.0625,0.036656891,0.323134328,0.139160156,0.152631579,0.087719298,0.759649123
Zip,3909,Maine,NA,3105,3214,5227,11546,59,17,44,120,11851656,6095463,42975011,60922130,328692,0.01900161,0.005289359,0.00841783,0.01039321,0.491666667,0.141666667,0.366666667
Zip,4005,Maine,NA,2152,2122,2018,6292,0,3,250,253,0,704477,206193548,206898025,677505,0,0.001413761,0.123885035,0.04020979,0,0.011857708,0.988142292
Zip,4043,Maine,NA,1736,1719,1736,5191,2,7,222,231,405395,2153700,196599088,199158183,664766,0.001152074,0.004072135,0.127880184,0.044500096,0.008658009,0.03030303,0.961038961
Zip,4046,Maine,NA,1295,1331,1664,4290,43,124,285,452,13468468,71807560,332980847,418256875,752483.5,0.033204633,0.093163035,0.171274038,0.105361305,0.095132743,0.274336283,0.630530973
Zip,4064,Maine,NA,1946,1925,1756,5627,147,255,363,765,26569289,62121621,150666405,239357315,287800,0.075539568,0.132467532,0.206719818,0.135951662,0.192156863,0.333333333,0.474509804
Zip,4072,Maine,NA,2056,2137,2075,6268,2,15,156,173,357152,3495171,60754090,64606413,349213,9.73E-04,0.007019186,0.075180723,0.027600511,0.011560694,0.086705202,0.901734104
Zip,4074,Maine,NA,663,603,634,1900,67,120,87,274,10236667,50343859,58669800,119250326,460141,0.101055807,0.199004975,0.137223975,0.144210526,0.244525547,0.437956204,0.317518248
Zip,4079,Maine,NA,934,949,1078,2961,48,61,86,195,12333154,23062216,52659912,88055282,440929,0.051391863,0.064278188,0.079777365,0.06585613,0.246153846,0.312820513,0.441025641
Zip,4090,Maine,NA,4353,4187,4262,12802,73,92,896,1061,8119063,16292102,709893936,734305101,568762,0.016770044,0.021972773,0.210229939,0.082877675,0.068803016,0.08671065,0.844486334
Zip,4101,Maine,NA,342,760,1770,2872,5,41,161,207,915111,11325486,80586288,92826885,491674,0.014619883,0.053947368,0.090960452,0.072075209,0.024154589,0.198067633,0.777777778
Zip,6320,Connecticut,NA,1880,1834,1828,5542,18,17,88,123,2155760,2669361,29061380,33886501,214925,0.009574468,0.009269357,0.048140044,0.022194154,0.146341463,0.138211382,0.715447154
Zip,6340,Connecticut,NA,2812,2562,1863,7237,118,137,260,515,57310628,87292615,268287429,412890672,645782,0.041963016,0.053473849,0.13955985,0.071162084,0.229126214,0.266019417,0.504854369
Zip,6357,Connecticut,NA,1677,1713,1698,5088,9,26,84,119,2039256,7230115,48675836,57945207,437271,0.005366726,0.01517805,0.049469965,0.023388365,0.075630252,0.218487395,0.705882353
Zip,6385,Connecticut,NA,2102,2175,2418,6695,7,21,77,105,1319907,4918493,40456648,46695048,385435,0.003330162,0.009655172,0.0318445,0.015683346,0.066666667,0.2,0.733333333
Zip,6405,Connecticut,NA,3333,3296,3338,9967,94,185,317,596,20060627,56304550,237833756,314198933,381976,0.02820282,0.056128641,0.094967046,0.059797331,0.157718121,0.310402685,0.531879195
Zip,6413,Connecticut,NA,1920,1916,1926,5762,299,78,288,665,54411547,22391326,170004556,246807429,267421,0.155729167,0.040709812,0.14953271,0.115411316,0.44962406,0.117293233,0.433082707
Zip,6437,Connecticut,NA,2359,2631,3583,8573,53,60,126,239,15634812,24165571,145496746,185297129,481231,0.022467147,0.022805017,0.035166062,0.027878222,0.221757322,0.251046025,0.527196653
Zip,6443,Connecticut,NA,2347,2357,2357,7061,47,31,260,338,15272735,14327813,321501529,351102077,802840,0.020025565,0.013152312,0.110309716,0.047868574,0.139053254,0.091715976,0.769230769
Zip,6460,Connecticut,NA,4684,4517,4099,13300,393,373,696,1462,78790695,111305464,429032214,619128373,328426,0.083902647,0.082576932,0.169797512,0.109924812,0.26880985,0.255129959,0.476060192
Zip,6475,Connecticut,NA,1747,1743,1785,5275,412,296,374,1082,114990438,112804586,350163734,577958758,372594.5,0.235832856,0.169822146,0.20952381,0.205118483,0.38077634,0.273567468,0.345656192
Zip,6498,Connecticut,NA,1144,1156,1160,3460,44,137,327,508,10952094,45689664,238005269,294647027,474395.5,0.038461538,0.118512111,0.281896552,0.146820809,0.086614173,0.269685039,0.643700787
Zip,6512,Connecticut,NA,2541,4209,3209,9959,158,380,666,1204,20698375,71518518,236764928,328981821,228758.5,0.062180244,0.090282727,0.20754129,0.120895672,0.131229236,0.315614618,0.553156146
Zip,6516,Connecticut,NA,4725,4726,4716,14167,340,79,117,536,48342416,14094616,37267809,99704841,153295,0.071957672,0.016716039,0.02480916,0.037834404,0.634328358,0.14738806,0.218283582
Zip,6604,Connecticut,NA,1404,768,1391,3563,291,13,11,315,23054211,2275240,2563497,27892948,66888,0.207264957,0.016927083,0.00790798,0.088408644,0.923809524,0.041269841,0.034920635
Zip,6605,Connecticut,NA,522,629,1525,2676,15,52,115,182,1372476,8341999,43916362,53630837,253689,0.028735632,0.082670906,0.075409836,0.068011958,0.082417582,0.285714286,0.631868132
Zip,6615,Connecticut,NA,2853,1251,1582,5686,959,123,147,1229,140102023,29919708,59824770,229846501,163895,0.336137399,0.098321343,0.092920354,0.216144917,0.780309194,0.100081367,0.119609439
Zip,6820,Connecticut,NA,2093,2125,2166,6384,9,41,194,244,8365323,66970170,813743450,889078943,2823623.5,0.004300048,0.019294118,0.08956602,0.038220551,0.036885246,0.168032787,0.795081967
Zip,6824,Connecticut,NA,2450,3851,4902,11203,273,825,1140,2238,113175213,461434615,1316748179,1891358007,692102.5,0.111428571,0.21423007,0.23255814,0.199767919,0.121983914,0.368632708,0.509383378
Zip,6853,Connecticut,NA,2,7,1401,1410,1,0,296,297,339354,0,567634215,567973569,1700770,0.5,0,0.211277659,0.210638298,0.003367003,0,0.996632997
Zip,6854,Connecticut,NA,2825,1815,1146,5786,165,81,258,504,40277279,33885077,248491748,322654104,521233.5,0.05840708,0.044628099,0.22513089,0.08710681,0.327380952,0.160714286,0.511904762
Zip,6855,Connecticut,NA,576,682,738,1996,4,8,180,192,1588576,3627379,234623331,239839286,855289.5,0.006944444,0.011730205,0.243902439,0.096192385,0.020833333,0.041666667,0.9375
Zip,6870,Connecticut,NA,534,830,696,2060,0,82,163,245,0,117774331,622835580,740609911,2703533,0,0.098795181,0.234195402,0.118932039,0,0.334693878,0.665306122
Zip,6880,Connecticut,NA,3106,3160,3289,9555,131,203,445,779,85714677,238395669,1170869565,1494979911,1588708,0.042176433,0.064240506,0.135299483,0.081527996,0.168164313,0.260590501,0.571245186
Zip,6902,Connecticut,NA,6347,3977,3529,13853,364,415,385,1164,106183817,194162089,522418379,822764285,461021.5,0.057349929,0.104350013,0.109096061,0.084025121,0.312714777,0.35652921,0.330756014
Zip,7020,New Jersey,NA,1124,1129,1219,3472,173,161,92,426,65616646,86498901,72306681,224422228,488421,0.153914591,0.142604074,0.075471698,0.122695853,0.406103286,0.377934272,0.215962441
Zip,7030,New Jersey,NA,4215,4235,4237,12687,3030,3131,2065,8226,1504208520,2353807234,2595314588,6453330342,725938.5,0.71886121,0.73931523,0.487373141,0.648380232,0.368344274,0.380622417,0.251033309
Zip,7032,New Jersey,NA,2379,2383,2378,7140,76,34,48,158,20285273,10804756,19309945,50399974,296461.5,0.031946196,0.01426773,0.020185029,0.022128852,0.481012658,0.215189873,0.303797468
Zip,7047,New Jersey,NA,3456,3482,3483,10421,18,13,186,217,5163382,4764591,121955942,131883915,593694,0.005208333,0.003733487,0.053402239,0.020823337,0.082949309,0.059907834,0.857142857
Zip,7074,New Jersey,NA,190,206,205,601,190,205,203,598,79361334,115246128,143291196,337898658,569906.5,1,0.995145631,0.990243902,0.995008319,0.317725753,0.342809365,0.339464883
Zip,7086,New Jersey,NA,615,1019,991,2625,108,365,329,802,57032240,300112165,455914584,813058989,873506,0.175609756,0.358194308,0.331987891,0.30552381,0.134663342,0.455112219,0.410224439
Zip,7094,New Jersey,NA,1583,1586,1587,4756,1103,537,458,2098,354087414,232884431,277046340,864018185,391882.5,0.696778269,0.338587642,0.288594833,0.441126997,0.525738799,0.255958055,0.218303146
Zip,7095,New Jersey,NA,2790,1419,1044,5253,53,50,16,119,12539057,13337348,4906217,30782622,258429,0.018996416,0.035236082,0.01532567,0.022653722,0.445378151,0.420168067,0.134453782
Zip,7105,New Jersey,NA,210,779,3590,4579,24,72,294,390,4337575,17655589,105845763,127838927,319777,0.114285714,0.092426187,0.08189415,0.085171435,0.061538462,0.184615385,0.753846154
Zip,7202,New Jersey,NA,1210,2147,1015,4372,77,35,5,117,15503460,8947659,2295871,26746990,225894,0.063636364,0.016301816,0.004926108,0.026761208,0.658119658,0.299145299,0.042735043
Zip,7302,New Jersey,NA,211,681,9885,10777,16,191,2726,2933,4410102,79176073,2479904137,2563490312,806774,0.075829384,0.280469897,0.275771371,0.272153661,0.005455165,0.065121036,0.929423798
Zip,7304,New Jersey,NA,3456,2619,363,6438,15,149,9,173,3945543,55213869,4908947,64068359,370815,0.004340278,0.056891943,0.024793388,0.026871699,0.086705202,0.861271676,0.052023121
Zip,7310,New Jersey,NA,2,23,1512,1537,2,13,1103,1118,502165,5428620,813762260,819693045,727756.5,1,0.565217391,0.729497354,0.727391021,0.001788909,0.011627907,0.986583184
Zip,7601,New Jersey,NA,2703,2705,2661,8069,105,155,109,369,23192691,48501194,46934256,118628141,313775,0.038845727,0.057301294,0.040962044,0.045730574,0.284552846,0.420054201,0.295392954
Zip,7605,New Jersey,NA,806,811,800,2417,99,25,6,130,31704303,13023231,3913628,48641162,388420.5,0.122828784,0.030826141,0.0075,0.053785685,0.761538462,0.192307692,0.046153846
Zip,7606,New Jersey,NA,165,171,178,514,40,54,62,156,14147113,23054231,34412553,71613897,437593,0.242424242,0.315789474,0.348314607,0.303501946,0.256410256,0.346153846,0.397435897
Zip,7631,New Jersey,NA,2240,2322,2234,6796,274,265,12,551,76311116,103222758,5825202,185359076,340194,0.122321429,0.114125754,0.005371531,0.081077104,0.497277677,0.480943739,0.021778584
Zip,7643,New Jersey,NA,749,738,731,2218,432,650,656,1738,112136362,218469881,298442060,629048303,345584,0.576769025,0.880758808,0.897400821,0.783588819,0.248561565,0.373993096,0.377445339
Zip,7660,New Jersey,NA,949,938,936,2823,114,54,59,227,33602050,18332491,24594153,76528694,325027,0.120126449,0.057569296,0.063034188,0.08041091,0.502202643,0.237885463,0.259911894
Zip,7717,New Jersey,NA,325,332,341,998,0,44,67,111,0,37824337,102071583,139895920,1158587,0,0.13253012,0.196480938,0.111222445,0,0.396396396,0.603603604
Zip,7718,New Jersey,NA,1158,884,153,2195,70,43,9,122,20065125,15975949,4890091,40931165,316166,0.06044905,0.048642534,0.058823529,0.055580866,0.573770492,0.352459016,0.073770492
Zip,7732,New Jersey,NA,1506,405,210,2121,668,118,61,847,138517964,44527259,42284994,225330217,230122,0.443559097,0.291358025,0.29047619,0.399339934,0.78866588,0.13931523,0.07201889
Zip,7734,New Jersey,NA,1773,1070,975,3818,988,740,580,2308,147046717,129414552,149345866,425807135,164965,0.557247603,0.691588785,0.594871795,0.604504976,0.428076256,0.320623917,0.251299827
Zip,7735,New Jersey,NA,1920,2192,2021,6133,215,177,269,661,41085813,43554237,94152596,178792646,250020,0.111979167,0.080748175,0.133102425,0.107777597,0.32526475,0.267776097,0.406959153
Zip,7739,New Jersey,NA,762,763,766,2291,4,35,172,211,1754295,22400477,260367362,284522134,1216009,0.005249344,0.04587156,0.224543081,0.09209952,0.018957346,0.165876777,0.815165877
Zip,7740,New Jersey,NA,2560,2530,2542,7632,262,264,203,729,65494518,96186476,141249245,302930239,342502,0.10234375,0.104347826,0.079858379,0.095518868,0.359396433,0.362139918,0.278463649
Zip,7748,New Jersey,NA,2150,3355,3639,9144,996,100,45,1141,222324203,36281898,27242559,285848660,232646,0.463255814,0.029806259,0.012366035,0.124781277,0.872918493,0.087642419,0.039439089
Zip,7750,New Jersey,NA,657,649,697,2003,295,211,471,977,92178134,140858454,603363645,836400233,797962,0.449010654,0.325115562,0.675753228,0.487768347,0.301944729,0.215967247,0.482088025
Zip,7753,New Jersey,NA,4531,4554,2675,11760,8,139,110,257,2021805,39694863,45681537,87398205,320939,0.001765615,0.030522617,0.041121495,0.021853741,0.031128405,0.540856031,0.428015564
Zip,7757,New Jersey,NA,549,727,741,2017,76,176,292,544,27544978,80664706,296870398,405080082,555093.5,0.138433515,0.242090784,0.394062078,0.269707486,0.139705882,0.323529412,0.536764706
Zip,7758,New Jersey,NA,984,586,144,1714,388,138,11,537,97871964,54176853,5554136,157602953,284279,0.394308943,0.235494881,0.076388889,0.313302217,0.722532588,0.25698324,0.020484171
Zip,7760,New Jersey,NA,1148,1179,1448,3775,325,421,405,1151,127027226,308972735,662253282,1098253243,740378,0.283101045,0.357082273,0.279696133,0.304900662,0.282363162,0.365768897,0.351867941
Zip,8005,New Jersey,NA,3095,3158,2898,9151,151,405,352,908,28001459,114890067,163056206,305947732,303212,0.048788368,0.128245725,0.121463078,0.099224129,0.166299559,0.446035242,0.387665198
Zip,8006,New Jersey,NA,266,294,621,1181,247,230,445,922,139082217,186779892,417227919,743090028,780921,0.928571429,0.782312925,0.716586151,0.780694327,0.267895879,0.249457701,0.482646421
Zip,8008,New Jersey,NA,4390,4457,6594,15441,4097,3896,4772,12765,2263851003,3064297441,6215845035,11543993479,775672,0.933257403,0.874130581,0.723688201,0.826695162,0.320955738,0.305209557,0.373834704
Zip,8016,New Jersey,NA,3494,3437,3461,10392,1615,367,64,2046,204396155,69319078,22103119,295818352,134209.5,0.46222095,0.106779168,0.018491765,0.196882217,0.789345064,0.179374389,0.031280547
Zip,8027,New Jersey,NA,614,622,619,1855,150,220,233,603,21454473,37288262,51391530,110134265,171835,0.244299674,0.353697749,0.37641357,0.325067385,0.248756219,0.364842454,0.386401327
Zip,8030,New Jersey,NA,1476,1475,1417,4368,91,51,67,209,6613975,5745856,10813959,23173790,104369,0.061653117,0.034576271,0.047282992,0.047847985,0.435406699,0.244019139,0.320574163
Zip,8037,New Jersey,NA,2371,3146,2474,7991,50,57,102,209,6761041,9598644,29200186,45559871,191576,0.021088148,0.018118245,0.041228779,0.026154424,0.23923445,0.272727273,0.488038278
Zip,8050,New Jersey,NA,3957,3866,4116,11939,1340,1312,1443,4095,327748651,443884345,704187770,1475820766,335922,0.338640384,0.339368857,0.35058309,0.342993551,0.327228327,0.32039072,0.352380952
Zip,8063,New Jersey,NA,401,382,363,1146,63,46,70,179,7439214,6511888,12572549,26523651,144563,0.157107232,0.120418848,0.192837466,0.156195462,0.351955307,0.25698324,0.391061453
Zip,8065,New Jersey,NA,941,935,912,2788,249,136,71,456,31157904,21790576,13067765,66016245,143846,0.264612115,0.145454545,0.077850877,0.163558106,0.546052632,0.298245614,0.155701754
Zip,8066,New Jersey,NA,784,681,809,2274,150,81,70,301,15133742,10183395,10571701,35888838,115383,0.191326531,0.118942731,0.086526576,0.132365875,0.49833887,0.26910299,0.23255814
Zip,8069,New Jersey,NA,1311,1293,1287,3891,409,339,289,1037,33761287,38631315,43761297,116153899,102949,0.311975591,0.262180974,0.224553225,0.266512465,0.394406943,0.326904532,0.278688525
Zip,8070,New Jersey,NA,1500,1534,1529,4563,858,784,798,2440,88211670,109890351,150565980,348668001,136587,0.572,0.511082138,0.521909745,0.534735919,0.351639344,0.321311475,0.32704918
Zip,8075,New Jersey,NA,3125,3140,3043,9308,161,93,95,349,23517959,15149941,25364787,64032687,158070,0.05152,0.029617834,0.031219192,0.037494628,0.461318052,0.266475645,0.272206304
Zip,8077,New Jersey,NA,2171,2239,2222,6632,242,47,30,319,43089005,11870777,11372570,66332352,186944,0.111469369,0.020991514,0.01350135,0.048100121,0.75862069,0.147335423,0.094043887
Zip,8079,New Jersey,NA,1207,1217,1134,3558,531,496,476,1503,46842228,56263185,81049541,184154954,102220,0.43993372,0.407559573,0.419753086,0.422428331,0.353293413,0.330006653,0.316699933
Zip,8085,New Jersey,NA,1987,2013,2214,6214,53,23,59,135,8576467,4657429,21921463,35155359,223703,0.026673377,0.011425733,0.0266486,0.021725137,0.392592593,0.17037037,0.437037037
Zip,8086,New Jersey,NA,810,803,1060,2673,82,50,15,147,12404831,9182495,3876323,25463649,164263,0.101234568,0.062266501,0.014150943,0.054994388,0.557823129,0.340136054,0.102040816
Zip,8087,New Jersey,NA,4114,4110,4152,12376,1135,1574,1904,4613,157766612,281572083,577672120,1017010815,195609,0.275887214,0.38296837,0.458574181,0.372737557,0.246043789,0.341209625,0.412746586
Zip,8092,New Jersey,NA,448,570,360,1378,120,69,55,244,20149048,17312324,22025954,59487326,210056,0.267857143,0.121052632,0.152777778,0.177068215,0.491803279,0.282786885,0.225409836
Zip,8103,New Jersey,NA,1802,1692,1550,5044,174,137,141,452,10646834,10477654,14611008,35735496,76279.5,0.096559378,0.080969267,0.090967742,0.08961142,0.384955752,0.303097345,0.311946903
Zip,8104,New Jersey,NA,3821,2468,496,6785,508,177,31,716,31845080,13146684,3208040,48199804,65688.5,0.13294949,0.07171799,0.0625,0.105526898,0.709497207,0.247206704,0.043296089
Zip,8105,New Jersey,NA,1072,2076,3775,6923,215,310,279,804,14223134,22881824,26541803,63646761,74941,0.200559701,0.149325626,0.073907285,0.116134624,0.267412935,0.385572139,0.347014925
Zip,8107,New Jersey,NA,1801,1107,953,3861,140,84,42,266,14943994,8319243,5347808,28611045,84860.5,0.077734592,0.075880759,0.044071354,0.068894069,0.526315789,0.315789474,0.157894737
Zip,8201,New Jersey,NA,1103,1104,1134,3341,42,56,68,166,5390016,9542595,19322906,34255517,180829.5,0.038077969,0.050724638,0.059964727,0.049685723,0.253012048,0.337349398,0.409638554
Zip,8202,New Jersey,NA,1784,1786,1981,5551,1674,1620,1597,4891,1094311608,2076095998,3749786220,6920193826,1142197,0.938340807,0.907054871,0.806158506,0.881102504,0.342261296,0.331220609,0.326518094
Zip,8203,New Jersey,NA,2844,2850,2853,8547,1296,1784,1779,4859,307353546,557393785,1037538162,1902285493,313884,0.455696203,0.625964912,0.623554154,0.568503569,0.266721548,0.367153735,0.366124717
Zip,8204,New Jersey,NA,3784,3708,3696,11188,532,792,1117,2441,183779293,425421706,1093422087,1702623086,584957,0.140591966,0.213592233,0.302218615,0.218180193,0.217943466,0.32445719,0.457599345
Zip,8205,New Jersey,NA,4135,3754,3564,11453,62,56,28,146,11513786,10847323,6622744,28983853,205880,0.014993954,0.014917421,0.007856341,0.012747752,0.424657534,0.383561644,0.191780822
Zip,8210,New Jersey,NA,2043,2699,2752,7494,464,217,340,1021,73913916,53701266,200771290,328386472,230440,0.227116985,0.080400148,0.123546512,0.136242327,0.454456415,0.212536729,0.333006856
Zip,8212,New Jersey,NA,8,11,315,334,8,9,266,283,4363905,5747186,206147684,216258775,714428,1,0.818181818,0.844444444,0.847305389,0.028268551,0.03180212,0.939929329
Zip,8221,New Jersey,NA,844,872,872,2588,61,74,69,204,11336438,18308208,38698348,68342994,246969,0.072274882,0.084862385,0.07912844,0.078825348,0.299019608,0.362745098,0.338235294
